Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
2014-12-16,17,Theft,3B40,Other Parking Lot,4400-4499,SHEPHERD,DR,-,1
2014-12-15,21,Theft,3B40,"Hotel, Motel, Inn, Etc.",4000-4099,NORTH,FWY,-,1
2014-12-20,15,Aggravated Assault,3B40,"Road, Street, or Sidewalk",1400-1499,36TH,ST,E,1
2014-12-20,13,Burglary,3B40,Miscellaneous Business (Non-Specific),1200-1299,CROSSTIMBERS,-,-,1
2014-12-02,16,Theft,3B40,Nursing Home,600-699,JANISCH,RD,-,1
2014-12-07,11,Theft,3B40,Residence or House,900-999,37TH,ST,E,1
2014-12-26,07,Burglary,3B40,Car Wash,600-699,CROSSTIMBERS,-,W,1
2014-12-26,13,Theft,3B40,,4400-4499,SHEPHERD,DR,N,1
2014-12-26,12,Theft,3B40,Grocery Store or Supermarket,4000-4099,SHEPHERD,DR,N,1
2014-12-27,07,Theft,3B40,Residence or House,300-399,38TH,ST,-,1
2014-12-19,18,Theft,3B40,Miscellaneous Business (Non-Specific),5300-5399,NORTH,FWY,-,1
2014-12-17,10,Burglary,3B40,Residence or House,400-499,31ST,ST,-,1
2014-12-11,19,Theft,3B40,Other Parking Lot,4400-4499,SHEPHERD,DR,N,1
2014-12-11,13,Theft,3B40,Department or Discount Store,4700-4799,NORTH,FWY,-,1
2014-12-11,15,Theft,3B40,Nursing Home,600-699,JANISCH,RD,-,1
2014-12-11,02,Auto Theft,3B40,Driveway,4800-4899,VOLLEY,-,-,1
2014-12-05,17,Theft,3B40,Car Wash,4400-4499,YALE,-,-,1
2014-12-01,14,Aggravated Assault,3B40,Bus Stop,100-199,CROSSTIMBERS,-,-,1
2014-12-02,14,Auto Theft,3B40,Grocery Store or Supermarket Parking Lot,100-199,CROSSTIMBERS,-,-,2
2014-12-16,11,Burglary,3B40,Residence or House,100-199,33RD,ST,E,1
2014-12-13,09,Burglary,3B40,"Pawn, Resale Shop, or Flea Market",5100-5199,SHEPHERD,DR,N,1
2014-12-07,07,Auto Theft,3B40,Other Parking Lot,4900-4999,YALE,-,-,1
2014-12-06,12,Theft,3B40,Restaurant or Cafeteria Parking Lot,1300-1399,CROSSTIMBERS,ST,-,1
2014-12-05,19,Theft,3B40,Department or Discount Store,4000-4099,SHEPHERD,DR,N,1
2014-12-02,13,Theft,3B40,"Gym, Recreat, Club House, Indoor Pool, Spa",4300-4399,SHEPHERD,DR,-,1
2014-11-26,04,Burglary,3B40,Office Building,600-699,38TH,ST,W,1
2014-12-30,11,Auto Theft,3B40,Driveway,800-899,38TH,ST,E,1
2014-12-28,18,Auto Theft,3B50,Other Parking Lot,7200-7299,FULTON,ST,-,1
2014-12-28,18,Theft,3B50,Clothing Store,4400-4499,NORTH,FWY,-,1
2014-12-31,13,Theft,3B50,Miscellaneous Business (Non-Specific),4400-4499,NORTH,FWY,-,1
2014-12-01,07,Theft,3B50,Apartment Parking Lot,500-599,YORKSHIRE,-,-,1
2014-12-01,13,Theft,3B50,Vacant Grocery Store or Supermarket,4400-4499,NORTH,FWY,-,1
2014-11-30,16,Auto Theft,3B50,Apartment Parking Lot,5100-5199,AIRLINE,DR,-,1
2014-12-02,09,Theft,3B50,Restaurant or Cafeteria,4400-4499,NORTH,FWY,-,1
2014-12-05,13,Theft,3B50,Strip Business Center Parking Lot,4400-4499,NORTH,FWY,-,1
2014-12-09,03,Burglary,3B50,Convenience Store,800-899,REID,-,-,1
2014-12-08,19,Burglary,3B50,Residence or House,100-199,WALLACE,-,-,1
2014-12-12,10,Theft,3B50,Department or Discount Store,4400-4499,NORTH,FWY,-,1
2014-12-11,12,Theft,3B50,Grocery Store or Supermarket Parking Lot,4700-4799,AIRLINE,DR,-,1
2014-12-11,13,Theft,3B50,Other Parking Lot,4900-4999,NORTH,FWY,-,1
2014-12-11,16,Theft,3B50,,4400-4499,NORTH,FWY,-,1
2014-12-11,19,Theft,3B50,Department or Discount Store,4400-4499,NORTH,FWY,-,1
2014-12-16,10,Theft,3B50,Department or Discount Store,4400-4499,NORTH,FWY,-,1
2014-12-15,17,Robbery,3B50,Grocery Store or Supermarket,4700-4799,AIRLINE,DR,-,1
2014-12-14,09,Auto Theft,3B50,Grocery Store or Supermarket Parking Lot,4700-4799,AIRLINE,DR,-,1
2014-12-14,22,Auto Theft,3B50,Residence or House,100-199,GARROTSVILLE,-,-,1
2014-12-14,19,Theft,3B50,Miscellaneous Business (Non-Specific),4400-4499,NORTH,FWY,-,1
2014-12-15,00,Theft,3B50,Bar or Night Club,4400-4499,NORTH,FWY,-,1
2014-12-18,18,Theft,3B50,Department or Discount Store,4400-4499,NORTH,FWY,-,1
2014-12-19,15,Theft,3B50,Department or Discount Store,4400-4499,NORTH,FWY,-,1
