WARNING *** file size (2752234) not 512 + multiple of sector size (512)
WARNING *** OLE2 inconsistency: SSCS size is 0 but SSAT size is non-zero
Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,# Of Offenses,Field11
2010-09-10,02,Robbery,19G50,13R,11200-11299,WILCREST,DR,-,1,
2010-09-10,02,Robbery,18F40,13R,2400-2499,VOSS,RD,S,1,
2010-09-10,04,Robbery,18F40,18A,2700-2799,LAZY HOLLOW,DR,-,1,
2010-09-10,05,Robbery,8C10,20P,4400-4499,DENMARK,ST,-,1,
2010-09-10,05,Robbery,6B30,18N,8300-8399,NORTH HOUSTON ROSSLYN,RD,-,1,
2010-09-14,18,Robbery,9C40,18M,11900-11999,EAST,FWY,-,1,
2010-09-14,16,Robbery,3B10,080,9800-9899,HEMPSTEAD,HWY,-,1,
2010-09-10,05,Robbery,3B10,18C,12500-12599,NORTHWEST,FWY,-,1,
2010-09-10,02,Robbery,20G10,13R,9900-9999,RICHMOND,AVE,-,1,
2010-09-10,07,Robbery,14D50,20A,5900-5999,SELINSKY,-,-,1,
2010-09-01,18,Robbery,17E20,13R,6800-6899,BISSONNET,ST,-,1,
2010-09-10,10,Robbery,16E40,100,5300-5399,MACKINAW,RD,-,1,
2010-09-10,09,Robbery,19G40,20R,11800-11899,ZARROLL,DR,-,1,
2010-09-10,12,Robbery,5F40,18T,6800-6899,FM 1960,-,W,1,
2010-09-10,09,Robbery,12D20,20A,11600-11699,GULF POINTE,DR,-,1,
2010-09-15,00,Robbery,24C50,20D,200-299,KELLINGTON,DR,-,1,
2010-09-10,14,Robbery,15E10,02B,5300-5399,BRAESWOOD,BLVD,N,1,
2010-09-10,14,Robbery,14D40,05B,5600-5699,SELINSKY,-,-,1,
2010-09-10,23,Robbery,14D30,20R,5700-5799,BELLFORT,ST,-,1,
2010-09-10,05,Robbery,6B50,13R,11300-11399,AIRLINE,DR,-,1,
2010-09-11,09,Robbery,8C40,18T,8500-8599,MESA,DR,-,1,
2010-09-11,11,Robbery,20G50,18T,9700-9799,KATY,FWY,-,1,
2010-09-10,21,Robbery,19G10,20A,9400-9499,WEST SAM HOUSTON,PKWY,S,1,
2010-09-11,11,Robbery,8C50,02B,9400-9499,MESA,DR,-,1,
2010-09-11,13,Robbery,5F30,20A,7200-7299,PINEMONT,DR,-,1,
2010-09-11,00,Robbery,19G50,20A,11300-11399,WILCREST,DR,-,1,
2010-09-11,00,Robbery,10H40,13R,1000-1099,GRAY,-,-,1,
2010-09-15,19,Robbery,17E10,18G,6200-6299,BELLAIRE,BLVD,-,1,
2010-09-15,20,Robbery,3B40,11R,4600-4699,OXFORD,ST,-,1,
2010-09-15,20,Robbery,17E20,18A,7500-7599,BISSONNET,ST,-,1,
2010-09-11,01,Robbery,11H30,250,8300-8399,GULF,FWY,-,1,
2010-09-11,13,Robbery,17E30,02B,11800-11899,WILCREST,DR,S,1,
2010-09-11,14,Robbery,6B40,080,1400-1499,GULF BANK,RD,W,1,
2010-09-10,20,Robbery,18F60,18A,8300-8399,SANDS POINT,DR,-,1,
2010-09-11,16,Robbery,17E10,05D,6700-6799,ROOKIN,-,-,1,
2010-09-11,18,Robbery,2A60,070,1900-1999,18TH,ST,W,1,
2010-09-11,18,Robbery,3B40,18C,4400-4499,YALE,-,-,1,
2010-09-11,21,Robbery,1A20,13R,1500-1599,ROBIN,-,-,1,
2010-09-11,21,Robbery,8C10,070,8100-8199,LOCKWOOD,DR,-,1,
2010-09-11,22,Robbery,6B10,23S,600-699,LITTLE YORK,RD,-,1,
2010-09-11,23,Robbery,17E30,23S,9600-9699,HONEYWELL,RD,-,1,
2010-09-12,01,Robbery,5F30,20A,8000-8099,TIDWELL,RD,W,1,
2010-09-16,17,Robbery,5F20,20R,1400-1499,HUGE OAKS,-,-,1,
2010-09-16,17,Robbery,3B40,13R,600-699,VICTORIA,DR,-,1,
2010-09-12,02,Robbery,6B40,13R,7100-7199,WENDEMERE,-,-,1,
2010-09-12,02,Robbery,17E30,18N,9600-9699,SOUTHWEST,FWY,-,1,
2010-09-12,03,Robbery,16E30,140,13200-13299,FONDREN,RD,-,1,
2010-09-12,03,Robbery,17E40,140,13200-13299,FONDREN,RD,-,1,
2010-09-12,11,Robbery,9C20,13R,7500-7599,MARKET,ST,-,1,
2010-09-12,15,Robbery,19G20,13R,7000-7099,WILCREST,DR,-,1,
2010-09-12,15,Robbery,8C10,13R,5200-5299,TIDWELL,RD,-,1,
2010-09-12,15,Robbery,9C10,22M,1600-1699,GELLHORN,-,-,1,
2010-09-12,16,Robbery,20G10,18A,10100-10199,WESTPARK,-,-,1,
2010-09-12,19,Robbery,7C10,13R,3300-3399,OATS,-,-,1,
2010-09-12,19,Robbery,1A30,140,2300-2399,SOUTHWEST,FWY,-,1,
2010-09-12,19,Robbery,6B50,080,11000-11099,AIRLINE,DR,-,1,
2010-09-12,20,Robbery,19G10,18A,8000-8099,BOONE,RD,-,1,
2010-09-12,19,Robbery,4F20,13R,2600-2699,TALINA,WAY,-,1,
2010-09-12,21,Robbery,18F40,210,9600-9699,WESTHEIMER,RD,-,1,
2010-09-12,23,Robbery,1A20,13R,500-599,RICHMOND,AVE,-,1,
2010-09-13,00,Robbery,7C30,03B,9600-9699,JENSEN,DR,-,1,
2010-09-13,01,Robbery,6B40,13R,600-699,MOUNT HOUSTON,RD,W,1,
2010-09-13,01,Robbery,7C20,18C,5500-5599,LOCKWOOD,DR,-,1,
2010-09-13,02,Robbery,20G40,18A,2300-2399,CRESCENT PARK,DR,-,1,
2010-09-13,02,Robbery,18F40,18A,8300-8399,WESTHEIMER,RD,-,1,
2010-09-13,06,Robbery,7C10,13R,1400-1499,FEATHERSTONE,-,-,1,
2010-09-12,21,Robbery,8C20,070,7500-7599,HOMESTEAD,RD,-,1,
2010-09-13,08,Robbery,6B10,210,7500-7599,NORTH,FWY,-,1,
2010-09-10,01,Robbery,20G70,13R,12500-12599,MEWS,CIR,-,1,
2010-09-13,10,Robbery,6B10,250,7400-7499,AIRLINE,DR,-,1,
2010-09-13,10,Robbery,5F30,02B,14100-14199,NORTHWEST,FWY,-,1,
2010-09-13,11,Robbery,6B30,20A,5500-5599,HOLLY VIEW,DR,-,1,
2010-09-13,12,Robbery,20G40,02B,2400-2499,KIRKWOOD,DR,S,1,
2010-09-17,18,Robbery,20G10,18A,9700-9799,PAGEWOOD,LN,-,1,
2010-09-13,13,Robbery,3B10,20A,4000-4099,WATONGA,BLVD,-,1,
2010-09-13,13,Robbery,1A20,02B,1900-1999,GRAY,-,W,1,
2010-09-13,17,Robbery,3B10,20A,6000-6099,PINEMONT,DR,-,1,
2010-09-13,07,Robbery,7C50,13R,18100-18199,MCKAY,DR,-,1,
2010-09-13,15,Robbery,18F40,20C,7500-7599,CHEVY CHASE,-,-,1,
2010-09-10,00,Robbery,13D20,20A,8500-8599,BROADWAY,ST,-,1,
2010-09-08,20,Robbery,2A40,13R,1800-1899,HOUSTON,AVE,-,1,
2010-09-08,21,Robbery,6B60,18A,400-499,GREENS,RD,-,1,
2010-09-13,17,Robbery,15E20,13R,5700-5799,LUDINGTON,DR,-,1,
2010-09-12,09,Robbery,6B40,210,7500-7599,SHEPHERD,DR,N,1,
2010-09-08,22,Robbery,18F40,18A,2200-2299,GESSNER,DR,S,1,
2010-09-08,23,Robbery,5F40,18T,7000-7099,FM 1960,-,W,1,
2010-09-13,06,Robbery,12D10,080,12200-12299,GULF,FWY,-,1,
2010-09-12,19,Robbery,17E30,080,8700-8799,BELLFORT,ST,W,1,
2010-09-13,19,Robbery,3B50,18C,1300-1399,NORTH LP,-,-,1,
2010-09-08,19,Robbery,10H40,13R,4300-4399,SAN JACINTO,-,-,1,
2010-09-09,05,Robbery,18F30,18A,6400-6499,SKYLINE,DR,-,1,
2010-09-13,20,Robbery,18F40,18G,7800-7899,WESTHEIMER,RD,-,1,
2010-09-09,09,Robbery,10H70,13R,1700-1799,DRYDEN,RD,-,1,
2010-09-18,04,Robbery,18F40,13B,7500-7599,RICHMOND,AVE,-,1,
2010-09-18,05,Robbery,19G20,20R,12200-12299,CORONA,LN,-,1,
2010-09-13,20,Robbery,20G80,05C,2600-2699,HWY 6,-,S,1,
2010-09-13,20,Robbery,17E30,18O,8600-8699,BRAESWOOD,BLVD,S,1,
2010-09-18,10,Robbery,17E10,18T,7300-7399,HILLCROFT,-,-,1,
2010-09-18,03,Robbery,20G20,18A,2300-2399,WILCREST,DR,-,1,
2010-09-17,05,Robbery,17E10,18A,6200-6299,GULFTON,-,-,1,
2010-09-13,21,Robbery,19G10,18R,9700-9799,BEECHNUT,ST,-,1,
2010-09-13,21,Robbery,7C50,18A,14800-14899,CROSSWINDS,DR,-,1,
2010-09-13,20,Robbery,10H50,20R,2800-2899,NETTLETON,-,-,1,
2010-09-13,22,Robbery,5F20,18A,2000-2099,OJEMAN,RD,-,1,
2010-09-13,23,Robbery,17E10,20A,6600-6699,HILLCROFT,-,-,1,
2010-09-13,23,Robbery,17E10,18A,5900-5999,BISSONNET,ST,-,1,
2010-09-13,23,Robbery,5F30,20R,10200-10299,BAMBOO,RD,-,1,
2010-09-14,00,Robbery,20G10,20A,10100-10199,OAKBERRY,-,-,1,
2010-09-14,01,Robbery,19G50,18A,10300-10399,WILCREST,DR,-,1,
2010-09-14,01,Robbery,17E10,250,6500-6599,DUNLAP,ST,-,1,
2010-09-14,02,Robbery,12D20,18A,11100-11199,BEAMER,RD,-,1,
2010-09-14,08,Robbery,1A40,13R,0-99,SHADDER,WAY,-,1,
2010-09-14,08,Robbery,20G50,13S,12900-12999,MEMORIAL,DR,-,1,
2010-09-14,14,Robbery,6B50,20R,14900-14999,DOGWOOD TREE,ST,-,1,
2010-09-14,15,Robbery,17E20,18A,7000-7099,BISSONNET,ST,-,1,
2010-09-14,16,Robbery,17E40,13R,6200-6299,LUDINGTON,DR,-,1,
2010-09-13,11,Robbery,UNK,210,4000-4099,"E HIGHWAY 332,FREEPORT",-,-,1,
2010-09-14,18,Robbery,2A10,13R,1100-1199,HALPERN,-,-,1,
2010-09-14,20,Robbery,2A10,13R,1100-1199,BURNETT,ST,-,1,
2010-09-14,20,Robbery,6B20,080,6800-6899,T C JESTER,BLVD,-,1,
2010-09-08,00,Robbery,2A10,13R,1200-1299,CAVALCADE,-,-,1,
2010-09-15,10,Robbery,17E20,02B,7500-7599,FONDREN,RD,-,1,
2010-09-15,12,Robbery,6B50,02B,300-399,NORTH SAM HOUSTON,PKWY,E,1,
2010-09-15,13,Robbery,6B10,070,500-599,LITTLE YORK,RD,-,1,
2010-09-19,11,Robbery,20G40,210,2500-2599,DAIRY ASHFORD,-,S,1,
2010-09-18,18,Robbery,20G10,13R,8700-8799,TOWN PARK,DR,-,1,
2010-09-15,14,Robbery,1A30,02B,2000-2099,WESTHEIMER,RD,-,1,
2010-09-15,15,Robbery,18F40,080,8500-8599,WESTHEIMER,RD,-,1,
2010-09-19,03,Robbery,5F20,18N,8200-8299,LONG POINT,RD,-,1,
2010-09-14,19,Robbery,1A20,13R,600-699,RICHMOND,AVE,-,1,
2010-09-15,17,Robbery,11H30,13R,8300-8399,HOWARD,DR,-,1,
2010-09-15,16,Robbery,19G30,20C,8500-8599,DAIRY ASHFORD,-,S,1,
2010-09-15,22,Robbery,19G10,18A,10200-10299,CLUB CREEK,DR,-,1,
2010-09-16,01,Robbery,18F30,18A,3700-3799,HILLCROFT,-,-,1,
2010-09-16,01,Robbery,19G50,20D,11200-11299,WINDMARK,DR,-,1,
2010-09-16,09,Robbery,17E10,080,6700-6799,HILLCROFT,-,-,1,
2010-09-16,10,Robbery,17E40,18A,6200-6299,BELLFORT,ST,W,1,
2010-09-16,12,Robbery,7C40,20R,10700-10799,ROYAL PINE,DR,-,1,
2010-09-15,12,Robbery,1A50,20C,1800-1899,POST OAK PARK,-,-,1,
2010-09-16,13,Robbery,3B10,20A,4000-4099,WATONGA,BLVD,-,1,
2010-09-16,14,Robbery,7C30,09D,3400-3499,TIDWELL,RD,-,1,
2010-09-16,14,Robbery,19G20,13R,4400-4499,UNIVERSAL,DR,-,1,
2010-09-15,15,Robbery,8C10,140,9500-9599,LOCKWOOD,DR,-,1,
2010-09-16,17,Robbery,2A30,13R,1300-1399,NICHOLSON,-,-,1,
2010-09-16,17,Robbery,2A60,13B,2600-2699,DURHAM,DR,N,1,
2010-09-16,18,Robbery,5F20,18A,2000-2099,OJEMAN,RD,-,1,
2010-09-16,18,Robbery,20G60,18M,14800-14899,KATY,FWY SER,S,1,
2010-09-15,16,Robbery,10H50,11R,3000-3099,DOWLING,ST,-,1,
2010-09-16,22,Robbery,14D40,18A,11900-11999,MARTIN LUTHER KING,BLVD,-,1,
2010-09-16,22,Robbery,18F40,18A,9400-9499,BRIAR FOREST,DR,-,1,
2010-09-16,22,Robbery,18F40,18O,3000-3099,DUNVALE,RD,-,1,
2010-09-16,22,Robbery,7C30,20R,2000-2099,SADLER,-,-,1,
2010-09-16,22,Robbery,10H40,18R,2000-2099,MAIN,ST,-,1,
2010-09-16,23,Robbery,7C10,13R,1900-1999,CHEW,-,-,1,
2010-09-17,01,Robbery,17E10,20A,5900-5999,GLENMONT,DR,-,1,
2010-09-20,17,Robbery,20G10,20A,5900-5999,RANCHESTER,DR,-,1,
2010-09-17,02,Robbery,18F60,18A,6000-6099,GESSNER,DR,S,1,
2010-09-17,02,Robbery,3B10,13R,3400-3499,MANGUM,-,-,1,
2010-09-17,03,Robbery,3B10,140,5500-5599,34TH,ST,W,1,
2010-09-13,23,Robbery,2A10,18C,1600-1699,COLLINGSWORTH,-,-,1,
2010-09-14,13,Robbery,13D20,070,8800-8899,BROADWAY,ST,-,1,
2010-09-14,20,Robbery,10H40,20A,1200-1299,ELGIN,ST,-,1,
2010-09-14,21,Robbery,8C20,13R,7400-7499,WEST KNOLL,-,-,1,
2010-09-14,22,Robbery,2A10,20P,2300-2399,CHAPMAN,ST,-,1,
2010-09-15,00,Robbery,17E30,18G,10800-10899,GESSNER,DR,S,1,
2010-09-15,04,Robbery,10H50,13R,3800-3899,LIVE OAK,-,-,1,
2010-09-15,05,Robbery,18F40,20A,2500-2599,LAZY HOLLOW,DR,-,1,
2010-09-19,03,Robbery,18F30,13R,3700-3799,HILLCROFT,-,-,1,
2010-09-19,04,Robbery,17E10,210,5800-5899,BELLAIRE,BLVD,-,1,
2010-09-16,12,Robbery,13D20,13R,8800-8899,BROADWAY,ST,-,1,
2010-09-17,08,Robbery,5F30,20A,6000-6099,GESSNER,DR,-,1,
2010-09-17,05,Robbery,17E10,18A,6000-6099,GULFTON,-,-,1,
2010-09-16,21,Robbery,6B50,20A,16300-16399,IMPERIAL VALLEY,DR,-,1,
2010-09-17,11,Robbery,6B40,18O,800-899,RINGOLD,-,-,1,
2010-09-17,10,Robbery,1A30,02B,3600-3699,KIRBY,DR,-,1,
2010-09-17,11,Robbery,18F20,080,5000-5099,WESTHEIMER,RD,-,1,
2010-09-17,12,Robbery,17E30,18R,11400-11499,SOUTHWEST,FWY,-,1,
2010-09-17,12,Robbery,19G30,070,12500-12599,BELLAIRE,BLVD,-,1,
2010-09-07,13,Robbery,18F60,18B,9600-9699,BELLAIRE,BLVD,-,1,
2010-09-16,18,Robbery,14D10,13R,6700-6799,LOZIER,ST,-,1,
2010-09-13,14,Robbery,6B20,13R,1100-1199,TIDWELL,RD,W,1,
2010-09-17,18,Robbery,9C40,18A,12200-12299,FLEMING,DR,-,1,
2010-09-17,18,Robbery,17E40,18A,6300-6399,AIRPORT,BLVD,W,1,
2010-09-17,20,Robbery,18F50,18R,7600-7699,CLAREWOOD,DR,-,1,
2010-09-17,20,Robbery,3B10,210,5100-5199,34TH,ST,W,1,
2010-09-17,21,Robbery,20G30,18A,12000-12099,RICHMOND,AVE,-,1,
2010-09-17,22,Robbery,19G30,20A,12400-12499,SHARPVIEW,-,-,1,
2010-09-17,22,Robbery,16E20,20R,3200-3299,KNOTTY OAKS,TRL,-,1,
2010-09-17,22,Robbery,4F20,18G,2300-2399,GESSNER,DR,-,1,
2010-09-18,11,Robbery,7C10,18R,5300-5399,EAST,FWY SER,N,1,
2010-09-18,09,Robbery,1A20,18G,2200-2299,LOUISIANA,ST,-,1,
2010-09-17,22,Robbery,17E20,20D,8900-8999,FONDREN,RD,-,1,
2010-09-18,14,Robbery,8C60,18P,11300-11399,HIRSCH,RD,-,1,
2010-09-13,05,Robbery,13D20,18N,5600-5699,TELEPHONE,RD,-,1,
2010-09-18,15,Robbery,19G10,18G,8800-8899,WEST SAM HOUSTON,PKWY,S,1,
2010-09-22,16,Robbery,10H50,13R,2700-2799,MCILHENNY,ST,-,1,
2010-09-22,16,Robbery,6B60,18A,17000-17099,IMPERIAL VALLEY,DR,-,1,
2010-09-18,15,Robbery,19G50,18A,10300-10399,LANDS END,DR,-,1,
2010-09-18,16,Robbery,10H10,18A,1900-1999,RUNNELS,-,-,1,
2010-09-18,06,Robbery,18F50,13R,3500-3599,TANGLEWILDE,-,-,1,
2010-09-18,17,Robbery,6B30,18A,5700-5799,GULF BANK,RD,W,1,
2010-09-18,18,Robbery,18F20,18O,5100-5199,RICHMOND,AVE,-,1,
2010-09-15,03,Robbery,9C20,18N,2300-2399,MCCARTY,-,-,1,
2010-09-18,20,Robbery,17E30,120,8900-8999,BISSONNET,ST,-,1,
2010-09-18,20,Robbery,19G10,13R,10000-10099,CLUB CREEK,DR,-,1,
2010-09-18,21,Robbery,17E20,18G,9700-9799,FONDREN,RD,-,1,
2010-09-22,23,Robbery,15E10,13R,8900-8999,BRAESMONT,DR,-,1,
2010-09-22,23,Robbery,6B60,18A,500-599,SEMINAR,DR,-,1,
2010-09-18,22,Robbery,20G10,18T,10100-10199,HARWIN,DR,-,1,
2010-09-18,22,Robbery,20G30,18A,3100-3199,HAYES,RD,-,1,
2010-09-18,23,Robbery,20G10,13R,5800-5899,PARKFRONT,DR,-,1,
2010-09-18,23,Robbery,8C50,18R,9800-9899,MESA,DR,-,1,
2010-09-18,23,Robbery,6B50,18A,200-299,ALDINE BENDER,RD,-,1,
2010-09-18,23,Robbery,9C40,18A,12000-12099,FLEMING,DR,-,1,
2010-09-19,02,Robbery,5F20,18A,2000-2099,OJEMAN,RD,-,1,
2010-09-21,02,Robbery,19G30,070,12500-12599,BELLAIRE,BLVD,-,1,
2010-09-21,06,Robbery,20G30,20A,12300-12399,OXFORD PARK,DR,-,1,
2010-09-19,11,Robbery,11H10,20A,6100-6199,GULF,FWY,-,1,
2010-09-23,13,Robbery,9C40,09P,1300-1399,FEDERAL,RD,-,1,
2010-09-23,14,Robbery,6B30,18A,5800-5899,NORTH HOUSTON ROSSLYN,RD,-,1,
2010-09-23,14,Robbery,10H50,13R,3500-3599,SAUER,-,-,1,
2010-09-23,14,Robbery,20G80,22H,14200-14299,BRIAR FOREST,DR,-,1,
2010-09-19,12,Robbery,9C20,210,6200-6299,LYONS,-,-,1,
2010-09-19,15,Robbery,20G60,120,14600-14699,MEMORIAL,DR,-,1,
2010-09-18,21,Robbery,18F40,20A,9400-9499,WESTHEIMER,RD,-,1,
2010-09-18,23,Robbery,18F30,18A,6300-6399,WINDSWEPT,LN,-,1,
2010-09-19,21,Robbery,1A30,20A,4300-4399,MT VERNON,-,-,1,
2010-09-19,21,Robbery,18F60,18A,6200-6299,GESSNER,DR,S,1,
2010-09-19,21,Robbery,13D10,20A,6900-6999,SOUTH LP E,-,-,1,
2010-09-19,22,Robbery,11H10,13R,7400-7499,J W PEAVY,DR,-,1,
2010-09-20,00,Robbery,7C20,18A,5500-5599,COLLINGSWORTH,-,-,1,
2010-09-20,00,Robbery,16E40,20D,6900-6999,FUQUA,ST,W,1,
2010-09-20,00,Robbery,5F20,18A,8700-8799,HAMMERLY,-,-,1,
2010-09-20,01,Robbery,6B50,20D,300-399,COUNTY FAIR,DR,-,1,
2010-09-20,01,Robbery,17E20,18N,6300-6399,BISSONNET,ST,-,1,
2010-09-20,02,Robbery,1A30,13R,1400-1499,CALIFORNIA,-,-,1,
2010-09-24,00,Robbery,14D20,250,4600-4699,PHLOX,-,-,1,
2010-09-24,02,Robbery,18F30,13R,3200-3299,BERING,DR,-,1,
2010-09-20,04,Robbery,6B20,13R,7200-7299,KNOX,-,-,1,
2010-09-20,05,Robbery,13D20,20A,8400-8499,BROADWAY,ST,-,1,
2010-09-20,01,Robbery,18F30,18R,6300-6399,WINDSWEPT,LN,-,1,
2010-09-20,05,Robbery,3B30,13R,700-799,OAK,-,-,1,
2010-09-20,09,Robbery,9C40,18G,1000-1099,FEDERAL,RD,-,1,
2010-09-24,12,Robbery,8C50,120,9400-9499,MESA,DR,-,1,
2010-09-19,23,Robbery,16E30,13R,5100-5199,OREM,DR,W,1,
2010-09-19,23,Robbery,6B30,20A,5300-5399,GULF BANK,RD,W,1,
2010-09-20,12,Robbery,5F20,05Z,9300-9399,LONG POINT,RD,-,1,
2010-09-05,23,Robbery,10H50,13R,3000-3099,ST EMANUEL,-,-,1,
2010-09-20,13,Robbery,18F40,02B,8400-8499,WESTHEIMER,RD,-,1,
2010-09-20,13,Robbery,3B30,18S,800-899,NORTH LP W,-,-,1,
2010-09-20,18,Robbery,10H50,13R,3700-3799,ENNIS,ST,-,1,
2010-09-18,22,Robbery,16E20,18L,4100-4199,JORNS,DR,-,1,
2010-09-20,19,Robbery,20G10,18A,9800-9899,MEADOWGLEN,LN,-,1,
2010-09-20,20,Robbery,13D20,13R,7900-7999,LEONORA,-,-,1,
2010-09-21,09,Robbery,2A40,13R,600-699,GIRARD,-,-,1,
2010-09-21,11,Robbery,13D20,18A,8900-8999,GLENCREST,ST,-,1,
2010-09-17,08,Robbery,2A40,18G,2500-2599,SHEARN,ST,-,1,
2010-09-17,14,Robbery,20G70,18A,12700-12799,BRANT ROCK,DR,-,1,
2010-09-21,13,Robbery,6B60,18A,400-499,GREENS,RD,-,1,
2010-09-24,19,Robbery,18F50,13R,7500-7599,DASHWOOD,DR,-,1,
2010-09-24,21,Robbery,20G70,20A,12700-12799,BRANT ROCK,DR,-,1,
2010-09-24,21,Robbery,11H10,18R,7400-7499,HARRISBURG,BLVD,-,1,
2010-08-18,18,Robbery,18F30,13R,6200-6299,WESTHEIMER,RD,-,1,
2010-09-21,13,Robbery,7C20,18G,4200-4299,KELLEY,-,-,1,
2010-09-21,14,Robbery,7C20,13R,3300-3399,RUSSELL,-,-,1,
2010-09-21,14,Robbery,18F40,20C,2500-2599,OLD FARM,RD,-,1,
2010-09-21,15,Robbery,5F30,02B,14500-14599,NORTHWEST,FWY,-,1,
2010-09-21,15,Robbery,19G50,20A,10200-10299,BISSONNET,ST,-,1,
2010-09-22,01,Robbery,15E40,18A,2500-2599,WESTRIDGE,ST,-,1,
2010-09-22,07,Robbery,18F50,18C,6500-6599,SOUTHWEST,FWY SER,N,1,
2010-09-22,07,Robbery,12D10,24V,10500-10599,GULF,FWY,-,1,
2010-09-17,21,Robbery,1A20,13R,600-699,HAWTHORNE,-,-,1,
2010-09-24,22,Robbery,19G10,13R,9300-9399,COUNTRY CREEK,DR,-,1,
2010-09-24,23,Robbery,14D10,13R,3800-3899,OLD SPANISH,TRL,-,1,
2010-09-17,21,Robbery,10H50,13R,2700-2799,WINBERN,-,-,1,
2010-09-17,21,Robbery,15E30,120,4800-4899,BELLFORT,ST,W,1,
2010-09-22,10,Robbery,13D20,05Z,7100-7199,BELLFORT,ST,-,1,
2010-09-17,23,Robbery,14D30,20D,5900-5999,VAN FLEET,-,-,1,
2010-09-17,22,Robbery,18F30,18A,6000-6099,BEVERLYHILL,ST,-,1,
2010-09-17,22,Robbery,17E10,18A,6500-6599,HILLCROFT,-,-,1,
2010-09-17,23,Robbery,6B10,18A,200-299,LITTLE YORK,RD,W,1,
2010-09-17,23,Robbery,1A30,13R,2700-2799,WINDSOR,-,-,1,
2010-09-05,23,Robbery,10H70,13R,1500-1599,BEN TAUB LOOP,-,-,1,
2010-09-18,05,Robbery,12D20,13R,11200-11299,SAGEARBOR,DR,-,1,
2010-09-18,10,Robbery,18F40,02B,8300-8399,WESTHEIMER,RD,-,1,
2010-09-22,12,Robbery,3B40,210,5400-5499,SHEPHERD,DR,N,1,
2010-09-22,02,Robbery,20G10,18A,3600-3699,WOODCHASE,-,-,1,
2010-09-22,14,Robbery,15E30,20A,9600-9699,MARLIVE,LN,-,1,
2010-09-22,15,Robbery,6B60,18R,200-299,GREENS,RD,-,1,
2010-09-22,15,Robbery,20G30,18T,2900-2999,WALNUT BEND,LN,-,1,
2010-09-20,19,Robbery,4F20,24P,9500-9599,KEMPWOOD,DR,-,1,
2010-09-19,05,Robbery,18F30,18C,3600-3699,HILLCROFT,-,-,1,
2010-09-25,11,Robbery,7C30,05D,8300-8399,JENSEN,DR,-,1,
2010-09-25,00,Robbery,7C20,13S,4100-4199,EASTEX,FWY SER,E,1,
2010-09-20,20,Robbery,6B40,210,9400-9499,NORTH,FWY,-,1,
2010-09-20,21,Robbery,7C30,13R,8500-8599,MILLICENT,-,-,1,
2010-09-20,21,Robbery,17E30,18C,8900-8999,BRAESWOOD,BLVD,S,1,
2010-09-20,22,Robbery,6B60,18A,17000-17099,IMPERIAL VALLEY,DR,-,1,
2010-09-20,21,Robbery,8C40,13R,7600-7699,MESA,DR,-,1,
2010-09-21,01,Robbery,1A20,070,3400-3499,MONTROSE,BLVD,-,1,
2010-09-25,19,Robbery,14D30,13R,6100-6199,WORTHAM,WAY,-,1,
2010-09-25,19,Robbery,18F30,18A,3000-3099,HILLCROFT,-,-,1,
2010-09-25,20,Robbery,19G10,18O,8300-8399,WILCREST,DR,-,1,
2010-09-25,21,Robbery,19G30,18A,7500-7599,COOK,RD,-,1,
2010-09-25,18,Robbery,6B60,20A,800-899,GREENS,RD,-,1,
2010-09-25,20,Robbery,18F60,18A,8900-8999,BEECHNUT,ST,-,1,
2010-09-23,12,Robbery,6B50,18A,15400-15499,CHIPMAN,LN,-,1,
2010-09-23,13,Robbery,5F30,210,5700-5799,HOLLISTER,-,-,1,
2010-09-23,18,Robbery,11H10,140,6100-6199,GULF,FWY,-,1,
2010-09-23,20,Robbery,19G10,250,8400-8499,WILCREST,DR,-,1,
2010-09-23,21,Robbery,19G20,20D,11200-11299,HAZEN,-,-,1,
2010-09-23,21,Robbery,9C10,23S,9100-9199,CLINTON,DR,-,1,
2010-09-23,21,Robbery,8C40,20R,8600-8699,VALLEY GOLD,CT,-,1,
2010-09-23,23,Robbery,20G10,18A,8700-8799,TOWN PARK,DR,-,1,
2010-09-23,23,Robbery,11H20,18C,1100-1199,BROADWAY,ST,-,1,
2010-09-26,03,Robbery,18F30,18A,6300-6399,WINDSWEPT,LN,-,1,
2010-09-24,00,Robbery,18F40,13R,8600-8699,MEADOWCROFT,DR,-,1,
2010-09-24,00,Robbery,20G20,13R,1100-1199,WEST SAM HOUSTON,PKWY,S,1,
2010-09-24,00,Robbery,6B50,18A,200-299,NORTHPOINT,DR,-,1,
2010-09-23,22,Robbery,19G50,18A,10400-10499,SOUTH,DR,-,1,
2010-09-24,01,Robbery,18F60,13H,5900-5999,GESSNER,DR,S,1,
2010-09-24,01,Robbery,10H40,03B,2400-2499,SAN JACINTO,-,-,1,
2010-09-24,00,Robbery,19G10,18A,8300-8399,COURSE,DR,S,1,
2010-09-24,05,Robbery,12D10,24A,10500-10599,GULF,FWY,-,1,
2010-09-16,17,Robbery,20G60,120,14500-14599,MEMORIAL,DR,-,1,
2010-09-24,09,Robbery,15E10,13R,6200-6299,CHEENA,DR,-,1,
2010-09-24,09,Robbery,6B10,18O,1400-1499,GULF BANK,RD,-,1,
2010-09-24,11,Robbery,2A30,13R,2800-2899,YALE,-,-,1,
2010-09-24,13,Robbery,3B10,250,2000-2099,MANGUM,-,-,1,
